"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 06 11:09:49 GMT 2022","Wed Jul 06 11:10:22 GMT 2022","32603","","com.allot.demo.DemoTest","","com.allot.demo.DemoTest","demoTest","demoTest(SoftAssertions)","Demo test"
